ISBN_13,titulo,autor
9788532513229.0,Quadribol Através dos Séculos,J.K. Rowling 
9788532513045.0,A Casa Pintada,John Grisham
9788532512819.0,Código Explosivo,Ken Follett
9788532512185.0,Como Conhecer Deus,Deepak Chopra
9788532512260.0,Circo dos Horrores,Darren Shan
9788532513120.0,O Assistente de Vampiro,Darren Shan
9788532513304.0,Túneis de Sangue,Darren Shan
9788532513274.0,O assassino cego,Margaret Atwood
9788532501004.0,"A Múmia ou Ramsés, o Maldito",Anne Rice
9788532513168.0,As Consolações da Filosofia,Alain de Botton
9788532512000.0,Mensagem do eterno,MARLO MORGAN
9788532512789.0,A Ética Romântica e o Espírito do Consumismo Moderno,Colin Campbell
9788532512437.0,Sinfonia em Branco,Adriana Lisboa 
9788532512765.0,Pior que a Morte,Hecht
9788532511829.0,No Tempo das Borboletas, Julia Alvarez 
9788532511577.0,Gatão Apaixonado,Tim O'Brien
9788532512338.0,Principe Sidarta - 3 - O Sorriso do Buda,Patricia Chendi
9788532512178.0,O Tesseracto,Alex Garland
9788532511744.0,"Tempo, Amor, Memória",Jonathan Weiner
9788532512222.0,O Trílio Dourado,Andre Norton
,Visões do Futuro,Michio Kaku
9788532512659.0,O Estado Jardim,Rick Moody
9788532512499.0,De Tarzan a Homer Simpson,Socrates Nolasco
9788532512581.0,Exortação aos crocodilos,António Lobo Antunes
,O Anjo está Perto,Deepak Chopra
9788532513052.0,Akropolis,Valerio Massimo Manfredi
9788532512215.0,Ninguém a Salvo,Richard Steinberg
9788532513137.0,O Homem que comeu o 747,Ben Sherwood
9788532512888.0,Os estagios da meditação,XIV Dalai Lama (Tenzin Gyatso)
9788532512253.0,Frutos da paixão,Daniel Pennac
9788532512604.0,Gravelight,Marion Zimmer Bradley
9788532512109.0,ELE ME TROCOU POR UMA PORCA CHAUVINISTA,Stella Florence
9788532513359.0,Pela Noite Adentro,Mary Higgins Clark
9788532512345.0,Crime Passional,Mary Higgins Clark
9788532511997.0,O Outro Lado da Noite: Filme Noir,A.C. Gomes de Mattos
9788532512246.0,Herança de Sangue,Ruth Rendell
9788532512147.0,As Cinco Estações do Corpo,João Curvo
9788532509345.0,As Sete Leis Espirituais Para os Pais,Deepak Chopra
9788532511690.0,Exercícios de admiração,Emil Cioran
9788532506702.0,O Novato,R. L. Stine
9788532513021.0,Férias com os vampiros,Tom B. Stone
9788532512598.0,Um Elixir Misterioso,Jayne Ann Krentz
9788532513151.0,Requiem,Antonio Tabucchi
9788532515483.0,A idade perfeita,Roberto Controneo
9788532511881.0,A Lei da Misericórdia ,John Lescroart 
9788532515285.0,O Livro das Cortesãs,Susan Griffin
9788532506719.0,A Iniciação,Diane Hoh
,A Mensagem,K. A. Applegate
9788532514103.0,Desejos Macabros,Diane Hoh
9788532512123.0,Quando Sopra o Vento,James Patterson
9788532512444.0,O Triunfo da Vida,P. B. Shelley
9788532511942.0,O Nada que Existe,Robert Kaplan
9788532513212.0,Ficar ou Não Ficar,Tom Wolfe
9788532504906.0,Fizemos bem em resistir,Affonso Romano de Sant'Anna
9788532512482.0,O caminho da longevidade,Luiz Alberto Py
9788532512321.0, Meu Pequeno Lobisomem,Tom B. Stone
9788532512826.0,Ópera dos Fantoches,Autran Dourado
9788532512635.0,O Fator Hades,Robert Ludlum
9788532512116.0,A Essência dos Ensinamentos de Buda,Thich Nhat Hanh 
9771415748290.0,Brida,Paulo Coelho
9788501061447.0,Tempo Espanhol,Murilo Mendes
9788532500502.0,Pais Tóxicos,Susan Forward
9788532513526.0,Água-Marinha,Alice Hoffman
9788532512840.0,Pássaro de fogo,Janice Graham
9788532513113.0,A Captura ,K. A. Applegate
9788532512512.0,O Predador,K. A. Applegate
9788532511485.0,Principe Sidarta - 1 - A Fuga do Palácio ,Patricia Chendi
9788532512093.0,Principe Sidarta - 2 - As Quatro Verdades ,Patricia Chendi
9788532514141.0,Alma Gêmea,Deepak Chopra
9788532514141.0,Alma Gêmea,Deepak Chopra
9788532512154.0,Prova de fogo,Phillip Margolin
9788532512802.0,Espreita a escuridão,Alice Blanchard
,Glamorama,Bret Easton Ellis
9788532503251.0,O Alquimista,Paulo Coelho
9788532513199.0,Não Faça Tempestade Em Copo D'Água No Amor,Richard Carlson
9788532512420.0,Bichos-papões anônimos,Pascal Bruckner
9788532512314.0,Ravelstein,Saul Bellow
9788532513281.0,"se o sucesso é um jogo, estas são as regras",Chérie CArter Scott
9788532512673.0,"Homens São de Marte, Mulheres São de Vênus - Livro dos Dias"," John Gray, Ph.D."
9788532512208.0,A Temporada das Marchas,Daniel Silva
9788532522351.0,Animal!,Domenica Luciani
9788532511454.0,O Planeta Simbiótico,Lynn Margulis
9788532512987.0,Backlash,Susan Faludi
9788532512307.0,Admirável Brasil Novo ,Ruy Tapioca
9788532512758.0,Cantos dos Malditos,Austregésilo Carrano Bueno
9788532510914.0,O efeito Mozart,Don Campbell
9788532500458.0,Brida,Paulo Coelho
9788532501196.0,As Valkírias,Paulo Coelho
9788532512475.0,encore provence,Peter Mayle
9788532512161.0,O despertar do Buda interior,Lama Surya Das
9788532512239.0,Croquê humano,Kate Atkinson
9788532511898.0,A luz que cai,Jay McInerney
9788532514530.0,Sangue e Ouro,Anne Rice
9788532512703.0,O Feminino e O Sagrado,Catherine Clément
9788532517852.0,nos passos de moisés,pierre chavot
9788532513038.0,Paulo e Virgínia,Joel Rufino dos Santos 
9788532511058.0,O Espelho Enterrado,Carlos Fuentes
9788532512666.0,Escola do Terror - A vingança dos dinossauros,Tom B. Stone
9788532513182.0,Lago do lodo,Tom B. Stone
9788532513106.0,A Gatinha Siamesa Chinesa,Amy Tan
9788532512932.0,A Política do Rebelde,Michel Onfray
9788532523808.0,O que é a evolução?,Ernst Mayr
,Canto dos Malditos,Austregésilo Carrano Bueno
9788532509734.0,Trupp,Janell Cannon
9788532512017.0,No Ardor das Chamas,Sara Paretsky
9788532512086.0,A Balada de Lucy Whipple,Karen Cushman
9788532513014.0,O irmão bom,Chris Offutt
9788532522009.0,A Auto-Estima,Willy Pasini
9788532512741.0,Casa de Família,Bonnie Burnard
,Nos passos de... Ulisses,Marie-Thérèse Davidson
9788532503725.0,Madrugada,Edla van Steen
9788532512567.0,Nao faca temepstade em copo d'agua para adolescentes,Richard Carlson
9788532513007.0,A Primeira águia,Tony Hillerman
9788532512734.0,O Segredo do Xamã,Douglas Gillette
9788532512697.0,O Outro Lado da Mancha,Julian Barnes 
9788532512376.0,Círculo de Xamãs,Olga Kharitidi
,O Livro de Asta,Ruth Rendell
9788532512284.0,Faça Menos e Conquiste Mais,Ching-Ning Chu
9788532512567.0,Não faça tempestade em copo d'água Para Adolescentes,Richard Carlson
9788532519702.0,Coma,Alex Garland
9788532512994.0,O Monge no Jardim,Robin Marantz Henig
9788532512772.0,Retrato de uma obsessão,David Morrell
9788532511669.0,Harry Potter e a Câmara Secreta,J.K. Rowling 
9788532507372.0,A Vidente,R. L. Stine
9788532507389.0,O Clube do Terror,R. L. Stine
9788532505859.0,Amor em Dose Dupla,R. L. Stine
9788532510464.0,Hiperespaço,Michio Kaku
9788532504692.0,Na Margem do Rio Piedra Eu Sentei e Chorei,Paulo Coelho
9788532504692.0,Na Margem do Rio Piedra Eu Sentei e Chorei,Paulo Coelho
9788532503039.0,O Físico,Noah Gordon
9788532503039.0,O Físico,Noah Gordon
9788532504067.0,Xamã,Noah Gordon
9788532511713.0,O Último Judeu,Noah Gordon
9788532511713.0,O último judeu,Noah Gordon
9788532510860.0,Um Grande Garoto,Nick Hornby
9788532508881.0,Alta Fidelidade,Nick Hornby
9788532511508.0,Cinco Casos,Michael Crichton
9788532511393.0,Linha do Tempo,Michael Crichton
9788532510488.0,As 48 Leis do Poder,Robert Greene
9788532510532.0,Novelário de Donga Novais,Autran Dourado
9788532511546.0,"Vittorio, O Vampiro",Anne Rice
,Heartlight,Marion Zimmer Bradley
9788532511638.0,A Confraria,John Grisham
9788532511478.0,O coronel e o Lobisomem,José Cândido de Carvalho
9788532511478.0,O Coronel e o Lobisomem,José Cândido de Carvalho
9788532510891.0,O Vampiro Armand,Anne Rice
9788532511072.0,A Identidade Bourne,Robert Ludlum
9788532505866.0,Lição de Morte,Diane Hoh
9788532506573.0,A Verdade ou a Morte,Diane Hoh
9788532510587.0,Os Confins do Mundo,Valerio Massimo Manfredi
9788532509796.0,Timequake,Kurt Vonnegut
9788532510693.0,Invenção e Memória,Lygia Fagundes Telles
9788532511515.0,"Humana, Demasiado Humana",Luzilá 
9788532503466.0,É Isto um Homem?,Primo Levi
9788532511584.0,Poderes Extraordinários,Joseph Finder
9788532511751.0,clara rosa quer uma chance,Paula Danziger
9788532511119.0,Cartas Xamânicas,Jamies Sams
,As Cartas do Caminho Sagrado,Jamies Sams
9788532506153.0,"Eu sei, mas não devia",Marina Colasanti
9788532510839.0,Anam Cara,John O'Donohue
9788532511232.0,A Vida dos Insetos,Victor Pelevin
9788532511065.0,A grande ruptura,Francis Fukuyama
9788532510983.0,O Trílio de Sangue,Julian May
9788532511423.0,O ladrão de orquídeas,Susan Orlean
9788532511270.0,O Tapete do Rei Salomão,Ruth Rendell
9788532511652.0,Apenas seis números,Martin Rees
9788532513717.0,Perversa Viúva,Jayne Ann Krentz
9788532504838.0,O Livro do Perdão,Robin Casarjian
9788532511287.0,A Noite em Questão,Tobias Wolff
9788532505590.0,Da Criação ao Roteiro,Doc Comparato
9788532512062.0,Harry Potter e o Prisioneiro de Azkaban,J.K. Rowling 
9788532510716.0,O cisne,Gudberguer Bergsson
9788532510952.0,Por que os Homens Não Cortam as Unhas dos Pés,Stella Florence
9788532506061.0,A Sonâmbula,Diane Hoh
9788532511959.0,Escola do Terror: O ciclista sem cabeça,Tom B. Stone
9788532506566.0,Bela Gentileza,Diane Hoh
9788532510846.0,Novecentos,Alessandro Baricco
9788532511492.0,Nos Mínimos Detalhes,Alain de Botton
9788532511140.0,Um Anel Muito Especial,Jayne Ann Krentz
9788532511850.0,Não Coma da Carne Misteriosa,Tom B. Stone
9788532511966.0,O esqueleto no skate ,Tom B. Stone 
9788532510235.0,Uma Poética do Romance,Autran Dourado
9788532510006.0,Mentes extraordinárias,Howard Gardner
9788532500342.0,O Diário de um Mago,Paulo Coelho
9788532511041.0,O Lago de Vidro,Maeve Binchy
9788532511928.0,Vós: Uma Auto-Ajuda da Maldade,Toni Marques
9788532511102.0,Do Amor Ausente,Paulo Roberto Pires
9788532515186.0,Além das montanhas,Chris Offutt
9788532511676.0,Esse amor de todos nós,Marina Colasanti
9788532511447.0,Um amor verdadeiro,Anna Quindlen
9788532511768.0,Réquiem Para Monalisa,Antenor Pimenta
9788532509635.0,O Ônibus Mágico,Joanna Cole
9788532510792.0,História das coisas banais,Daniel Roche
9788532511812.0,O Principio 80/20 ,Richard Koch
9788532510891.0,O Vampiro Armand,Anne Rice
9788532510969.0,Uma Célula Renegada,Robert A. Weinberg 
9788532511720.0,Kalki,Gore Vidal
9788532511546.0,"Vittorio, o Vampiro",Anne Rice
9788532510945.0,A verdade pura e simples,David Baldacci
9788532509253.0,Sem fraude nem favor,Jurandir Freire Costa
9788532511331.0,Marte E Venus Recomeçando," John Gray, Ph.D."
9788532511225.0,A Rede da Flor,Lisa See
,Ravelstein,Saul Bellow
,"Quando eu voltei, tive uma surpresa",Joel Rufino dos Santos 
9788532511621.0,Senhores de luz,Deepak Chopra
9788532510938.0,A Caixa de Santinhos de Esperanza,Maria Amparo Escandón
9788532511805.0,Estranha aparição,Luiza Lobo
9788532510594.0,"Mente, Linguagem e Sociedade",John R. Searle
,Quatro autores em busca do Brasil,Leny Cordeiro
9788532503947.0,O Individualismo,Louis Dumont
9788532515230.0,Hora de Mudar,Richard Bandler
9788532511218.0,Os anos com Laura Díaz,Carlos Fuentes
9788532511317.0,O Grotesco Feminino,Mary Russo
9788532511737.0,Do mais longe do esquecimento,Patrick Modiano
,Freedomland,Richard Price
,Tobias e o Anjo,Susanna Tamaro
9788532512543.0,A ERA DOURADA,Gore Vidal
,Uma literatura nos trópicos,Silviano Santiago
,O Despertar do Coração Budista,Lama Surya Das
9788532511003.0,O primeiro gole da cerveja,Philippe Delerm
9788532511171.0,A Evolução de Jane, Cathleen Schine 
9788532510976.0,O Gabinete do Dr. Caligari,David Robinson
9788532511300.0,Mulher,Natalie Angier
9788532511034.0,Cuba Libre,Elmore Leonard 
9788532511324.0,Promessas que os amantes fazem quando já é tarde demais ,Darian Leader
9788532510877.0,Luzes no dia-a-dia,Dan Millman
9788532510181.0,O cérebro humano,Susan A. Greenfield
9788532511522.0,"Se a vida é um jogo, estas são as regras",Chérie Carter-Scott
9788532511607.0,O Colecionador de Colecionadores,Tibor Fischer 
9788532511362.0,tarifa de embarque,Waly Salomão
,tarifa de embarque,Waly Salomão
9788532511911.0,Barroco,Affonso Romano de Sant'Anna
9788532516633.0,Na Mira da Arma,Elmore Leonard 
,O Relógio do Longo Agora,Stewart Brand
9788532516367.0,O HOMEM INSETO ESTÁ VIVO!,R. L. Stine
9788532511027.0,O padrão gravado na pedra,Daniel Hillis
9788532511614.0,Em Busca de Cézanne,Peter Mayle
9788532511393.0,Linha do Tempo,Michael Crichton
9788532511553.0,"Inglaterra, inglaterra",Julian Barnes 
9788532511188.0,Armadilho,William Boyd
9788532511386.0,Linguagens da Violência,Carlos Alberto Messeder Pereira
9788532510778.0,"Esses Senhores, Os Meninos",Daniel Pennac
9788532503039.0,O Fisico,Noah Gordon
9788532510228.0,A SERVIÇO DEL-REI,Autran Dourado
9788532516329.0,Tempo de Amar,Autran Dourado
9788532511249.0,Um homem caído,Tony Hillerman
9788532511799.0,Gaiola Aberta,Autran Dourado
9788532511645.0,O Espelho de Egon,Horácio Soares
9788532511430.0,A Dama e o Unicornio.,Rosiska Darcy de Oliveira
9788532505644.0,O Alquimista ,Paulo Coelho
9788532512079.0,Não Faça Tempestade em Copo D'água com a Família,Richard Carlson
9788532509826.0,Réquiem por um coração de vidro,David Lindsey
9788532508805.0,Antes do Baile Verde,Lygia Fagundes Telles
9788532510204.0,Ópera dos Mortos,Autran Dourado
9788532508928.0,Violino,Anne Rice
9788532510211.0,O Risco do Bordado,Autran Dourado
9788532510273.0,O Testamento,John Grisham
9788532509543.0,De Corpo Inteiro,Clarice Lispector
9788532504869.0,A Hora das Bruxas,Anne Rice
9788532508119.0,A Vida Íntima de Laura,Clarice Lispector
9788532509499.0,Onde Estivestes de Noite,Clarice Lispector
9788532510150.0,Aléxandros,Valerio Massimo Manfredi
9788532508782.0,As Horas Nuas,Lygia Fagundes Telles
9788532508782.0,As horas nuas,Lygia Fagundes Telles
9788532508935.0,A Praia,Alex Garland
9788532510372.0,As Areias de Amon,Valerio Massimo Manfredi
9788532509468.0,O Lustre,Clarice Lispector
9788532509536.0,Para Não Esquecer,Clarice Lispector
9788532509475.0,A Bela e a Fera,Clarice Lispector
9788532509482.0,Um Sopro de Vida,Clarice Lispector
9788532510174.0,Os Fios da Memória,Adriana Lisboa 
9788532510709.0,Os Pássaros,Camille Paglia
9788532509772.0,Hoje Acordei Gorda,Stella Florence
9788532509758.0,Palhaços sagrados,Tony Hillerman
9788532509659.0,Como Proust Pode Mudar Sua Vida,Alain de Botton
9788532510280.0,A república dos bugres,Ruy Tapioca
9788532510624.0,O esplendor de Portugal,António Lobo Antunes
9788532504975.0,Resgate de um Casamento,Anna Sharp
9788532501295.0,O fim da história e o último homem,Francis Fukuyama
9780582401815.0,Forest Gump,Winston Groom
9788532509413.0,O Quarto do Barba-Azul,Angela Carter
9788532510129.0,Operação Aquitânia,Robert Ludlum
9788532509437.0,Hora Zero,Joseph Finder
9788532505934.0,Viagem a Florença,Marco Lucchesi
,Esconde Esconde,James Patterson
9788532510471.0,Coração de Pedra,Phillip Margolin
9788532509291.0,Mulheres à Beira de Um Ataque de Nervos,Peter William Evans
9788532509673.0,A Fronteira de Cristal,Carlos Fuentes
9788532510013.0,Presença de Mulher,Saul Bellow
9788532509741.0,Amor Para Sempre,Ian McEwan
9788532510570.0,Cartas do coração: uma antologia do amor,Elizabeth Orsini
9788532510457.0,Cobertor de Estrelas,Ricardo Lísias
9788532510402.0,Atentado ao pudor,Tom Sharpe
9788532510105.0,O CÍRCULO MÁGICO,Susanna Tamaro. 
9788532508638.0,Engenharia da Persuasão,Richard Bandler
9788532510136.0,Tendência à Distração,Edward M. Hallowell
9788532508447.0,Depois De Deus ,DON CUPITT
9788532510433.0,Máscaras da Ilusão,Elizabeth George
9788532509918.0,O CAMINHO PARA O AMOR,Deepak Chopra
9788532509062.0,Mulher de Porto Pim,Antonio Tabucchi
9788532504029.0,Sétimo Céu,Alice Hoffman
9788532510679.0,Não Faça Tempestade em Copo D'água no Trabalho,Richard Carlson
9788532509956.0,A vencedora,David Baldacci
9788532509314.0,O homem germinal,Richard Steinberg
9788532509833.0,Marte e Vênus Apaixonados," John Gray, Ph.D."
9788532509765.0,O Vampiro Lestat,Anne Rice
9788532510631.0,Qualquer Proposta,Peter Mayle
9788532510020.0,Um Homem por inteiro,Tom Wolfe
9788532509840.0,"Noivo Neurótico, Noiva Nervosa",Peter Cowie
9788532510365.0,Língua viva,Sérgio Nogueira Duarte
9788532508676.0,Modos de Ver,John Berger
9788532510723.0,A Marca do Assassino,Daniel Silva
9788532509079.0,Ódio à Música,Pascal Quignard
9788532510662.0,"Razões Públicas, Emoções Privadas",Jurandir Freire Costa
9788532510112.0,Terra Sagrada,Rose Tremain
9788532504449.0,Mulheres que Correm com os Lobos,Clarissa Pinkola Estés
9788532509406.0,Em nome do corpo,Nizia Villaça
9788532510501.0,Identidade Assumida,David Morrell
9788532509512.0,A Descoberta do Mundo,Clarice Lispector
9788532509048.0,Seu sexto sentido,Belleruth Naparstek
9788532509604.0,Areias Escaldantes,Scarlet Moon de Chevalier
9788532504517.0,A Mente Holotrópica,Stanislav Grof
9788532509949.0,De cócoras,Silviano Santiago
9788532509925.0,A Gangue do Pensamento,Tibor Fischer 
9788532509680.0,Achados da Geração Perdida ,Rodriguez-Hunter
9788532509642.0,O filho de Lázaro,Robert Mawson
,O Destino de Nathalie 'X' e Outras Histórias,William Boyd
9788532509284.0,Eu Sou Uma Pergunta,Teresa Cristina Montero Ferreira
9788532508232.0,O Grande Capital,John Dos Passos
9788532509932.0,Sob o Sol da Toscana,Frances Mayes
9788532511973.0,O Amor Secreto,Paola Calvetti
9788532510341.0,Franziska,Fulvio Tomizza
9788532510310.0,Entrevistas Sobre o Fim dos Tempos,Stephen Jay Gould
9788532509116.0,O que você sente pode ser curado," John Gray, Ph.D."
9788532505149.0,A ilusão de skorpio,Robert Ludlum
9788532509598.0,"Águias, burros e borboletas",Roberto DaMatta
9788532509802.0,Greenwich Village 1963,Sally Banes
9788532509161.0,Refúgio para o Espírito ,Victoria Moran
9788532508140.0,A Mulher Que Matou os Peixes,Clarice Lispector
9788532510143.0,A Descoberta do Fluxo,Mihaly Csikszentmihalyi
9788532508744.0,A Maçã no Escuro,Clarice Lispector
9788532510389.0,Três vezes Rio,Nelson Pereira dos Santos
9788532509055.0,A Razão Gulosa,Michel Onfray
9788532509475.0,A Bela e a Fera,Clarice Lispector
9788532508386.0,Energia Ilimitada,Deepak Chopra
9788532510655.0,Textamentos,Affonso Romano de Sant'Anna
9788532509963.0,O Caminho da Cura,Deepak Chopra
9788532508652.0,"O Movimento Romântico: Sexo, Consumo e o Romance",Alain de Botton
9788532510440.0,Hemingway no Amor e na Guerra,Henry S. Villard
9788532509499.0,Onde estivestes de noite,Clarice Lispector
9788532509451.0,A Legião Estrangeira,Clarice Lispector
9788532507952.0,O Terno Tanto Faz como Tanto Fez,Sylvia Plath
9788532509703.0,Ladrões de Beleza,Pascal Bruckner
9788532508591.0,Os amores de Anna,Maria Tereza Maldonado
9788532509536.0,Para Não Esquecer,Clarice Lispector
9788532509710.0,Emoções que Curam,Daniel Goleman
9788532509369.0,Matar ou morrer ,Phillip Drummond
9788532509970.0,Eucaliptos,Murray Bail
9788532508751.0,Somos diferentes?,James Trefil
9788532509321.0,Quatro Cartas de Amor,Niall Williams
9788532510525.0,O Sonho do Cartógrafo,James Cowan
9788532509789.0,Por que o Sexo é Divertido?,Jared Diamond
9788532514714.0,Fogo sagrado,Anna Campion & Jane Campion
9788532509727.0,O Mendigo e o Professor,Emmanuel Le Roy Ladurie
9788532510075.0,Emissário da luz,James F. Twyman
9788532510075.0,Emissário da luz,James F. Twyman
9788532509871.0,"Dança, Sexo e Gênero",Judith Lynne Hanna
9788532510303.0,Trilogia da Paixão,Goethe 
9788532509901.0,SUA CARA-METADE,Wendy Lesser
9788532510556.0,Irresistível Paixão,Elmore Leonard 
9788532509864.0,Comprando sua felicidade,FORWARD Susan
9788532508133.0,Laços de Família,Clarice Lispector
9788532508171.0,Felicidade Clandestina,Clarice Lispector
9788532508096.0,A Paixão Segundo G.H.,Clarice Lispector
9788532508102.0,Perto do Coração Selvagem,Clarice Lispector
9788532508911.0,O Advogado,John Grisham
9788532508270.0,As Meninas,Lygia Fagundes Telles
9788532509529.0,Uma Aprendizagem ou o Livro dos Prazeres,Clarice Lispector
9788532507747.0,A Senhora de Avalon,Marion Zimmer Bradley
9788532508799.0,A Disciplina do Amor,Lygia Fagundes Telles
9788532508768.0,A Alma imoral,Nilton Bonder
9788532509420.0,Pandora,Anne Rice
9788532508720.0,Água Viva,Clarice Lispector
9788532508737.0,A Cidade Sitiada,Clarice Lispector
9788532509505.0,A Via Crucis do Corpo,Clarice Lispector
9788532508829.0,Verão no Aquário,Lygia Fagundes Telles
9788532508775.0,Mistérios,Lygia Fagundes Telles
9788532508836.0,Nunca lhe apareci de branco,Judith Farr
9788532507464.0,Fargo,Ethan Coen & Joel Coen
9788532508324.0,Fazendo Filmes,Sidney Lumet
9788532508652.0,O Movimento Romântico,Alain de Botton
9788532508034.0,O manual dos inquisidores,António Lobo Antunes
9788532508584.0,Promiscuidades,Naomi Wolf
9788532508201.0,O Dom da História,Clarissa Pinkola Estés
9788532507938.0,O Júri,John Grisham
9788532508577.0,Senhor Malaussène,Daniel Pennac
,Enamoramento e Amor,Francesco Alberoni
9788532508973.0,REVELAÇÃO AO LUAR,Mary Higgins Clark
9788532507655.0,AS 35 REGRAS PARA CONQUISTAR O HOMEM PERFEITO,Sherrie Schneider
9788532509567.0,NOITE FELIZ,Mary Higgins Clark
9788532510099.0,Finja que não está vendo,Mary Higgins Clark
9788532507563.0,O Caso das Rosas Fatais,Mary Higgins Clark
9788532505996.0,Vá Aonde seu Coração Mandar,Susanna Tamaro
9788532504708.0,Em tom de conversa,Julian Barnes 
9788532509338.0,O PESSIMISMO E SUAS VONTADES,José Thomaz Brum
9788532508348.0,Antologia do Retrato,Emil Cioran
9788532508607.0,O Sonhador,Ian McEwan
9788532509017.0,Caso de Amor,Jayne Ann Krentz
9788532508249.0,Nas Profundezas Do Mar Sem Fim,Jacquelyn Mitchard
9788532509154.0,A Lição de Prático,Maurício Luz
9788532508744.0,A maçã no escuro,Clarice Lispector
9788532509178.0,"Primeiro Amor, Último Sacramento e Entre Lençóis",Ian McEwan
9788532508003.0,A perigosa idéia de Darwin,Daniel Dennett
9788532507822.0,O Enigma de Andrômeda,Michael Crichton
9788532508546.0,Breve Espaço Entre Cor e Sombra,Cristovão Tezza
9788532508065.0,Eu fui Amelia Earhart ,Jane Mendelsohn
9788532508478.0,Lábia,Waly Salomão
9788532508843.0,O Homem Terminal,Michael Crichton
9788532510266.0,O martelo do Éden,Ken Follett
9788532509376.0,Não faça tempestade em copo d'água,Richard Carlson
,A troca de Rhinemann,Robert Ludlum
9788532508768.0,A Alma Imoral,Nilton Bonder
,Esperança Diante da Morte,Rocco
9788532509420.0,Pandora,Anne Rice
9788532509093.0,Por Trás Das Imagens No Museu,Kate Atkinson
9788532512628.0,A décima primeira praga,John S. Marr
9788532509529.0,Uma Aprendizagem ou o Livro dos Prazeres,Clarice Lispector
9788532503459.0,Duluth,Gore Vidal
9788532508218.0,Justiça até certo ponto,John T. Lescroart
9788532508621.0,Controle Total,David Baldacci
9788532509260.0,Dupla obsessão,Joy Fielding
9788532508171.0,Felicidade Clandestina,Clarice Lispector
9788532508331.0,A Sabedoria do Corpo,Sherwin B. Nuland
9788532508225.0,Férias na Neve,Emmanuel Carrère
9788532509550.0,Na cabeceira da Cama,Regina Navarro Lins
9788532511416.0,Antes de você dormir,Linn Ullmann 
9788532508126.0,A Hora da Estrela,Clarice Lispector
9788532508645.0,ARMADILHA PARA MKAMBA,Ivan Sant'Anna 
9788532508355.0,Dominando o vício: a solução espiritual,Deepak Chopra
9788532508126.0,A Hora da Estrela,Clarice Lispector
9788532508010.0,A Beleza da Fera,Natalie Angier
9788532509024.0,A boca era o que mais me fascinava,Nadia Fusini
9788532509192.0,Amor & sobrevivência,Dean Ornish
9788532509352.0,Fundação Smithsonian,Gore Vidal
,De amor e desespero,Alice Walker
9788532510303.0,Trilogia da Paixão,Goethe 
9788532508423.0,Seminário dos Ratos,Lygia Fagundes Telles
9788532510594.0,A beleza das máquinas,David Gelernter
9788532508454.0,Clara Rosa não é nome de flor,Paula Danziger
,A cabeça perdida de Damasceno Monteiro,Antonio Tabucchi
9788532508102.0,Perto do coração selvagem,Clarice Lispector
9788532509277.0,A uma só voz,Susanna Tamaro
9788532508461.0,"Catapora não se come, Clara Rosa",Tony Ross
9788532509529.0,Uma aprendizagem ou O livro dos prazeres,Clarice Lispector
9788532509239.0,Medidas Desesperadas,David Morrell
9788532508393.0,Digestão Perfeita,Deepak Chopra
9788532507792.0,"Catarina, A Menina Chamada Passarinha",Karen Cushman
9788532509130.0,Os seios de Pandora,Sonia Coutinho
,A Empresa Flexível,Rocco
9788532508850.0,Jackie Brown,Quentin Tarantino
9788532509222.0,Décadas de espanto e uma apologia democrática,Wanderley Guilherme dos Santos
9788532508737.0,A Cidade Sitiada,Clarice Lispector
9788532508416.0,O condenado,Dai Vaughan
9788532508614.0,Napoleão,Nelly Kaplan
,Surfando no laquê,Lucia Rito
9788532508768.0,A Alma Imoral,Nilton Bonder
9788532508263.0,O Enigma de Os Sertões,Regina Abreu
,"Paixão, Lucro e Poder",Marshall Sylver 
9788532508867.0,Por que As Mulheres Escrevem Mais Cartas Do Que Enviam ?,Darian Leader
9788532508669.0,Gênio Indomável,Matt Damon
9788532508324.0,Fazendo Filmes,Sidney Lumet
9788532502179.0,A Denúncia,Leonardo Sciascia
9788532508553.0,A Noite Escura e Mais Eu,Lygia Fagundes Telles
,patagonia,joão batista melo
9788532508195.0,Chantagem Emocional,Susan Forward
9788532508195.0,AUMENTANDO SUA INTELIGENCIA EMOCIONAL,JEANNE SEGAL
,A vida secreta do Sena,Mort Rosenblum
9788573022131.0, Carta para Alguém Bem Perto,Fernanda Young 
7898941189037.0,Dora Bruder,Patrick Modiano
9788532508317.0,Trilhos e Quintais,Carmen L. Oliveira
,Último Aurélio,Antenor Pimenta
9788532508720.0,Água Viva,Clarice Lispector
9788532508522.0,Tempo de amor,Richard Paul Evans 
9788532509529.0,Um aprendizado ou o livro dos prazeres,Clarice Lispector
9788532505170.0,"Homens São de Marte, Mulheres São de Vênus"," John Gray, Ph.D."
9788532502018.0,"O que faz o brasil, Brasil?",Roberto DaMatta
9788532507167.0,Devoradores de Mortos,Michael Crichton
9788532507662.0,Tempestade de Gelo,Rick Moody
9788532506962.0,Taltos,Anne Rice
9788532507334.0,O Círculo Matarese,Robert Ludlum
9788532510037.0,Ensaio da Paixão,Cristovão Tezza
9788532507693.0,O Sócio,John Grisham
9788532507693.0,O Sócio,John Grisham
9788532507693.0,O Sócio,John Grisham
9788532507693.0,O Sócio,John Grisham
9788532509994.0,Malícia,Jayne Ann Krentz
9788532512604.0,Gravelight,Marion Zimmer Bradley
